Fecha,Responsable,Empresa / Equipo,No. Cédula,Tipo de beneficiario,Grupo Poblacional,Nombre del beneficiado,Cédula,Teléfono (wsp),Departamento,Municipio,Vereda / Corregimiento,Dirección,Menor de 5 años,Entre 6 y 17 años,Entre 18 y 64 años,Mayor de 65 años,Tiene agua disponible para sus actividades diarias.,¿De dónde toma el agua?,¿Utiliza otra fuente de agua?,¿Quién administra el servicio?,¿Cuántas horas al día cuenta con agua?,¿Tiene que desplazarse para acceder al agua?,¿Qué medio utiliza?,¿Cuánto tiempo se demora? (min),Percepción del agua,¿Qué opina del sabor del agua?,"¿El agua es clara, oscura o por temporada?",¿Presenta olores?,¿Almacena agua en tanque?,¿Realiza tratamientos al agua? (Opción múltiple),"En caso de hervir el agua, ¿cómo lo hace?",¿Quién realiza estas labores?,¿Cuánto dinero invierte al mes?,¿El agua tiene contacto con fuentes de contaminación? (Opción múltiple),¿La fuente está protegida?,¿Es importante consumir agua de calidad?,Beneficios de consumir agua potable (Opción múltiple),¿Cuenta con sanitario (taza)?,¿Tiene fosa séptica/pozo séptico/alcantarillado?,¿Ha recibido capacitación en higiene?,Prácticas: Lavado de manos,Prácticas: Limpieza del hogar,Prácticas: Cepillado dental,Prácticas: Otras,Prácticas: Baño diario,¿Presentan dolores de estómago?,¿Se han presentado enfermedades hídricas? (Opción múltiple),Observaciones,Timestamp (ms),Latitud,Altitud,Codigo(No Modificar),Aprobado,Creado En,GPS
01/04/2025,Laura Gómez,Uesvalle,1110000114,Finca,NA,María Fernanda,2744672,3470859878,Valle del Cauca,Bolívar,CoV-EL BOSQUE,Cra,0,3,1,4,2,NO,Naciente,SI,0,5,NO,0,79,Regular,Buena,Clara,SI,NO,Hervir,Tanque,0,20000,"Químicos,Metales Pesados",SI,NO,"Ahorro Económico,Mejor Sabor",NO,NO,SI,Solo consumo humano,SI,"Diarrea,Vómito",Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+Hd,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Carlos Pérez,UESVALLE,1110000118,Comercio,NA,Christian Frank,2109838,3630722732,Valle del Cauca,Bolívar,CoV-EL BOSQUE,Carrera,0,7,3,4,0,NO,Naciente,SI,0,15,SI,0,69,Buena,Regular,Turbia,NO,SI,Filtrar,Botellón,0,70000,"Químicos,Metales Pesados",NO,SI,Mejor Salud,NO,SI,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Vómito,Cólera,Hepatitis",,,,,1.762E+12,37.4219983,5,6jrl+Hh,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Laura Gómez,UESVALLE,1110000121,Comercio,NA,Christian Frank,2434970,3688511370,Valle del Cauca,Bolívar,CoV-EL JARDÍN,Carrera,0,3,3,1,0,SI,Pozo,NO,0,14,NO,0,18,Buena,Regular,Turbia,SI,SI,Hervir,Olla,0,85000,"Animales,Aguas Residuales,Químicos",SI,NO,"Ahorro Económico,Mejor Sabor",NO,NO,SI,"Lavado de manos,Cepillado de dientes",NO,Hepatitis,,,,,1.762E+12,37.4219983,5,6jrl+Hk,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Juan Esteban,UESVALLE,1110000128,Finca,NA,Ana María,5944480,3253732090,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Mz,0,5,1,1,1,SI,Grifo,SI,0,6,NO,0,2,Regular,Mala,Turbia,NO,SI,Filtrar,Tanque,0,15000,"Químicos,Metales Pesados",NO,SI,Mejor Salud,NO,SI,SI,"Lavado de manos,Cepillado de dientes",SI,"Vómito,Cólera,Hepatitis",Se observan mejoras,,,,1.762E+12,37.4219983,5,6jrl+Hr,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Laura Gómez,UESVALLE,1110000132,Vivienda,NA,Laura Gómez,3805592,3783961871,Valle del Cauca,Bolívar,CoV-LA PLAYA,Call,0,7,4,2,2,SI,Naciente,SI,0,11,NO,0,75,Mala,Regular,Clara,NO,SI,Filtrar,Tanque,0,65000,"Basuras,Animales",NO,SI,Mejor Salud,SI,SI,NO,Solo consumo humano,NO,"Vómito,Cólera,Hepatitis",Se observan mejoras,,,,1.762E+12,37.4219983,5,6jrl+Hv,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
09/09/2025,Laura Gómez,Uesvalle,1110000135,Finca,NA,Laura Gómez,6821950,3548538335,Valle del Cauca,Bolívar,CoV-LA PLAYA,Carrera,0,3,0,3,1,NO,Grifo,SI,0,17,NO,0,73,Mala,Mala,Turbia,NO,NO,"Hervir,Filtrar",Tanque,0,30000,"Basuras,Animales",SI,NO,"Ahorro Económico,Mejor Sabor",SI,NO,SI,Solo consumo humano,NO,"Vómito,Cólera,Hepatitis",Se observan mejoras,,,,1.762E+12,37.4219983,5,6jrl+HC,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
04/05/2025,Laura Gómez,UESVALLE,1110000139,Vivienda,NA,Juan Esteban,4468102,3616325462,Valle del Cauca,Bolívar,CoV-LA PLAYA,Cra,0,4,2,2,1,SI,Pozo,SI,0,18,NO,0,54,Buena,Buena,Clara,NO,SI,Hervir,Olla,0,10000,"Químicos,Metales Pesados",NO,SI,Mejor Salud,NO,NO,SI,"Lavado de manos,Cepillado de dientes",SI,"Vómito,Cólera,Hepatitis",Se observan mejoras,,,,1.762E+12,37.4219983,5,6jrl+HG,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
02/09/2025,Juan Esteban,UESVALLE,1110000141,Vivienda,NA,Christian Frank,4049631,3775538107,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Mz,0,6,4,5,1,SI,Pozo,NO,0,17,SI,0,14,Buena,Mala,Turbia,NO,SI,Filtrar,Botellón,0,45000,"Animales,Aguas Residuales,Químicos",SI,NO,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,NO,NO,"Lavado de manos,Cepillado de dientes",NO,Hepatitis,Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+HI,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Ana María,UESVALLE,1110000145,Vivienda,NA,Carlos Pérez,6506522,3143250295,Valle del Cauca,Bolívar,CoV-EL JARDÍN,Calle,0,5,3,1,1,SI,Pozo,NO,0,19,NO,0,109,Regular,Regular,Turbia,SI,NO,"Hervir,Filtrar",Tanque,0,45000,"Basuras,Animales",NO,NO,"Ahorro Económico,Mejor Sabor",SI,SI,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Diarrea,Vómito",Sin observaciones,,,,1.762E+12,37.4219983,5,6jrl+HM,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,María Fernanda,UESVALLE,1110000148,Finca,NA,Juan Esteban,7311769,3348147706,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Cra,0,2,2,3,1,SI,Naciente,NO,0,7,NO,0,15,Buena,Regular,Turbia,NO,SI,Filtrar,Tanque,0,90000,"Basuras,Animales",SI,SI,"Ahorro Económico,Mejor Sabor",NO,NO,SI,"Lavado de manos,Cepillado de dientes",NO,"Diarrea,Vómito",Se observan mejoras,,,,1.762E+12,37.4219983,5,6jrl+HP,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
06/04/2025,Christian Frank,Uesvalle,1110000154,Finca,NA,Laura Gómez,8463287,3646094759,Valle del Cauca,Bolívar,CoV-LA PLAYA,Call,0,3,2,3,2,NO,Naciente,SI,0,7,SI,0,3,Buena,Buena,Clara,NO,NO,Hervir,Botellón,0,45000,"Basuras,Animales",SI,NO,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,NO,SI,Solo consumo humano,NO,Hepatitis,Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+HV,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
10/02/2025,Christian Frank,Uesvalle,1110000160,Finca,NA,Laura Gómez,9346719,3963781789,Valle del Cauca,Bolívar,CoV-BUENOS AIRES,Calle,0,7,1,5,1,SI,Naciente,NO,0,7,NO,0,2,Buena,Mala,Turbia,SI,SI,"Hervir,Filtrar",Tanque,0,25000,Aguas Residuales,SI,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,SI,NO,"Lavado de manos,Cepillado de dientes",SI,Hepatitis,,,,,1.762E+12,37.4219983,5,6jrl+H!,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Ana María,Uesvalle,1110000162,Finca,NA,Juan Esteban,8972639,3822133009,Valle del Cauca,Bolívar,CoV-EL BOSQUE,Carrera,0,3,2,3,0,SI,Grifo,NO,0,4,SI,0,45,Regular,Buena,Turbia,NO,NO,Hervir,Olla,0,10000,"Animales,Aguas Residuales,Químicos",NO,NO,"Ahorro Económico,Mejor Sabor",NO,SI,SI,"Lavado de manos,Cepillado de dientes",NO,Hepatitis,Sin observaciones,,,,1.762E+12,37.4219983,5,6jrl+H#,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Carlos Pérez,Uesvalle,1110000170,Comercio,NA,Laura Gómez,6447210,3740336554,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Mz,0,3,4,3,2,SI,Grifo,NO,0,16,SI,0,114,Mala,Regular,Clara,NO,NO,Hervir,Botellón,0,30000,"Químicos,Metales Pesados",NO,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,SI,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",NO,"Vómito,Cólera,Hepatitis",Se observan mejoras,,,,1.762E+12,37.4219983,5,6jrl+H+,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Laura Gómez,UESVALLE,1110000173,Comercio,NA,Christian Frank,7490198,3569778439,Valle del Cauca,Bolívar,CoV-EL JARDÍN,Calle,0,2,3,2,2,NO,Grifo,NO,0,19,SI,0,5,Mala,Buena,Turbia,SI,SI,"Hervir,Filtrar",Tanque,0,95000,"Químicos,Metales Pesados",SI,NO,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,SI,SI,Solo consumo humano,SI,"Vómito,Cólera,Hepatitis",Visita al lugar presentaba fallas,,,,1.762E+12,37.4219983,5,6jrl+H<,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
08/07/2025,Carlos Pérez,Uesvalle,1110000176,Finca,NA,Carlos Pérez,8044944,3738413511,Valle del Cauca,Bolívar,CoV-BUENOS AIRES,Calle,0,8,0,5,0,NO,Naciente,SI,0,4,NO,0,1,Mala,Regular,Turbia,SI,NO,Filtrar,Tanque,0,25000,Aguas Residuales,NO,NO,"Ahorro Económico,Mejor Sabor",SI,SI,NO,Solo consumo humano,SI,Hepatitis,Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+H[,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Ana María,Uesvalle,1110000177,Comercio,NA,Carlos Pérez,7523736,3247720010,Valle del Cauca,Bolívar,CoV-BUENOS AIRES,Mz,0,2,4,3,1,SI,Pozo,NO,0,16,SI,0,66,Buena,Regular,Turbia,NO,NO,Filtrar,Botellón,0,15000,"Químicos,Metales Pesados",NO,NO,Mejor Salud,NO,NO,SI,"Lavado de manos,Cepillado de dientes",SI,"Vómito,Cólera,Hepatitis",Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+H],0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
02/10/2025,Ana María,Uesvalle,1110000179,Vivienda,NA,Ana María,3019286,3675696481,Valle del Cauca,Bolívar,CoV-EL JARDÍN,Cra,0,7,1,3,2,SI,Pozo,SI,0,16,SI,0,107,Regular,Buena,Turbia,NO,SI,Hervir,Tanque,0,75000,"Animales,Aguas Residuales,Químicos",SI,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,NO,SI,"Lavado de manos,Cepillado de dientes",NO,"Vómito,Cólera,Hepatitis",Sin observaciones,,,,1.762E+12,37.4219983,5,6jrl+H{,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
10/07/2025,Carlos Pérez,UESVALLE,1110000184,Finca,NA,Juan Esteban,5428182,3218494551,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Calle,0,8,3,2,2,NO,Grifo,SI,0,2,NO,0,119,Mala,Regular,Turbia,SI,SI,"Hervir,Filtrar",Tanque,0,75000,"Animales,Aguas Residuales,Químicos",SI,NO,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,SI,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Diarrea,Vómito",Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+I2,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Christian Frank,Uesvalle,1110000185,Comercio,NA,Christian Frank,4103743,3391095566,Valle del Cauca,Bolívar,CoV-BUENOS AIRES,Cra,0,8,1,3,2,NO,Pozo,NO,0,1,NO,0,111,Buena,Regular,Turbia,SI,SI,Filtrar,Botellón,0,40000,"Químicos,Metales Pesados",SI,NO,Mejor Salud,NO,NO,NO,Solo consumo humano,SI,"Vómito,Cólera,Hepatitis",Visita al lugar presentaba fallas,,,,1.762E+12,37.4219983,5,6jrl+I3,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
01/09/2025,Carlos Pérez,Uesvalle,1110000191,Comercio,NA,Christian Frank,4496296,3293620797,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Carrera,0,4,1,3,0,NO,Grifo,SI,0,16,NO,0,53,Mala,Mala,Clara,NO,NO,Hervir,Tanque,0,50000,"Basuras,Animales",SI,SI,Mejor Salud,SI,NO,SI,"Lavado de manos,Cepillado de dientes",SI,Hepatitis,Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+I9,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Carlos Pérez,UESVALLE,1110000192,Finca,NA,Christian Frank,2497732,3869340741,Valle del Cauca,Bolívar,CoV-BUENOS AIRES,Calle,0,3,3,2,0,NO,Grifo,NO,0,22,SI,0,82,Mala,Regular,Turbia,SI,SI,Filtrar,Botellón,0,20000,"Basuras,Animales",SI,NO,Mejor Salud,NO,NO,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Diarrea,Vómito",Se observan mejoras,,,,1.762E+12,37.4219983,5,6jrl+Ia,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
05/06/2025,Juan Esteban,Uesvalle,1110000200,Vivienda,NA,María Fernanda,3782595,3491660764,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Calle,0,6,2,5,2,SI,Naciente,NO,0,24,SI,0,82,Mala,Buena,Clara,NO,NO,Hervir,Tanque,0,15000,"Químicos,Metales Pesados",SI,SI,"Ahorro Económico,Mejor Sabor",SI,NO,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",NO,Hepatitis,Sin observaciones,,,,1.762E+12,37.4219983,5,6jrl+Ii,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Laura Gómez,Uesvalle,1110000203,Finca,NA,Carlos Pérez,3048440,3204897829,Valle del Cauca,Bolívar,CoV-LA PLAYA,Calle,0,6,3,4,1,NO,Naciente,NO,0,10,NO,0,49,Buena,Regular,Turbia,NO,SI,Filtrar,Tanque,0,35000,"Químicos,Metales Pesados",NO,SI,"Ahorro Económico,Mejor Sabor",NO,SI,SI,Solo consumo humano,SI,"Diarrea,Vómito",Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+Il,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Juan Esteban,UESVALLE,1110000210,Vivienda,NA,Laura Gómez,7466312,3615246245,Valle del Cauca,Bolívar,CoV-EL BOSQUE,Carrera,0,8,3,2,2,NO,Pozo,SI,0,9,NO,0,84,Mala,Mala,Turbia,NO,SI,Hervir,Olla,0,90000,Aguas Residuales,NO,NO,Mejor Salud,SI,NO,NO,"Lavado de manos,Cepillado de dientes",SI,"Vómito,Cólera,Hepatitis",Sin observaciones,,,,1.762E+12,37.4219983,5,6jrl+Is,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,María Fernanda,UESVALLE,1110000220,Finca,NA,María Fernanda,7975220,3593717674,Valle del Cauca,Bolívar,CoV-EL BOSQUE,Cra,0,5,0,1,0,SI,Grifo,SI,0,23,NO,0,2,Mala,Buena,Clara,NO,SI,Filtrar,Olla,0,75000,Aguas Residuales,SI,NO,Mejor Salud,NO,SI,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Diarrea,Vómito",,,,,1.762E+12,37.4219983,5,6jrl+IG,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Ana María,Uesvalle,1110000228,Finca,NA,Christian Frank,3680858,3581124603,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Calle,0,7,1,4,0,SI,Naciente,SI,0,10,SI,0,13,Buena,Buena,Turbia,SI,SI,Filtrar,Olla,0,95000,"Animales,Aguas Residuales,Químicos",NO,SI,Mejor Salud,SI,SI,SI,Solo consumo humano,SI,"Diarrea,Vómito",Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+IO,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Laura Gómez,UESVALLE,1110000230,Finca,NA,Laura Gómez,6820612,3720546083,Valle del Cauca,Bolívar,CoV-LA PLAYA,Cra,0,6,2,2,2,SI,Grifo,NO,0,4,SI,0,1,Mala,Mala,Turbia,SI,NO,Filtrar,Tanque,0,80000,"Químicos,Metales Pesados",SI,NO,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,SI,NO,"Lavado de manos,Cepillado de dientes",SI,"Vómito,Cólera,Hepatitis",Se observan mejoras,,,,1.762E+12,37.4219983,5,6jrl+IQ,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
08/09/2025,Ana María,UESVALLE,1110000235,Vivienda,NA,María Fernanda,7805386,3521330149,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Carrera,0,5,1,3,2,NO,Pozo,NO,0,10,SI,0,7,Buena,Mala,Turbia,NO,SI,Filtrar,Tanque,0,80000,Aguas Residuales,SI,NO,Mejor Salud,SI,SI,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Vómito,Cólera,Hepatitis",Visita al lugar presentaba fallas,,,,1.762E+12,37.4219983,5,6jrl+IV,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Ana María,Uesvalle,1110000236,Finca,NA,María Fernanda,9580240,3736982969,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Cra,0,7,0,3,0,SI,Pozo,NO,0,17,NO,0,19,Mala,Buena,Clara,NO,SI,"Hervir,Filtrar",Botellón,0,25000,Aguas Residuales,SI,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,SI,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",NO,Hepatitis,Sin observaciones,,,,1.762E+12,37.4219983,5,6jrl+IW,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Christian Frank,Uesvalle,1110000239,Vivienda,NA,Juan Esteban,9834147,3244763799,Valle del Cauca,Bolívar,CoV-LA PLAYA,Carrera,0,4,4,1,1,SI,Pozo,SI,0,22,SI,0,9,Mala,Buena,Clara,NO,NO,"Hervir,Filtrar",Botellón,0,10000,Aguas Residuales,NO,SI,"Ahorro Económico,Mejor Sabor",SI,SI,SI,Solo consumo humano,NO,Hepatitis,Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+IZ,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,María Fernanda,Uesvalle,1110000241,Comercio,NA,Carlos Pérez,4204362,3379859852,Valle del Cauca,Bolívar,CoV-EL BOSQUE,Call,0,3,1,2,0,SI,Grifo,NO,0,13,SI,0,114,Mala,Regular,Clara,SI,NO,"Hervir,Filtrar",Olla,0,40000,"Químicos,Metales Pesados",NO,NO,Mejor Salud,SI,SI,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,Hepatitis,Sin observaciones,,,,1.762E+12,37.4219983,5,6jrl+I!,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,María Fernanda,UESVALLE,1110000249,Vivienda,NA,Christian Frank,6199293,3771614294,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Call,0,5,2,5,2,SI,Grifo,SI,0,17,NO,0,48,Mala,Buena,Clara,SI,SI,"Hervir,Filtrar",Tanque,0,20000,"Basuras,Animales",SI,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,NO,NO,"Lavado de manos,Cepillado de dientes",SI,"Vómito,Cólera,Hepatitis",Sin observaciones,,,,1.762E+12,37.4219983,5,6jrl+I(,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Ana María,UESVALLE,1110000250,Finca,NA,Christian Frank,6794318,3538436205,Valle del Cauca,Bolívar,CoV-LA PLAYA,Carrera,0,5,0,3,0,SI,Grifo,SI,0,22,NO,0,33,Regular,Regular,Turbia,SI,NO,Filtrar,Tanque,0,95000,"Basuras,Animales",SI,SI,"Ahorro Económico,Mejor Sabor",SI,NO,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Diarrea,Vómito",Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+I),0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
11/12/2025,Laura Gómez,UESVALLE,1110000262,Vivienda,NA,Juan Esteban,4625399,3361174049,Valle del Cauca,Bolívar,CoV-LA PLAYA,Carrera,0,4,4,3,1,NO,Pozo,SI,0,19,NO,0,23,Regular,Mala,Turbia,NO,SI,"Hervir,Filtrar",Tanque,0,40000,"Químicos,Metales Pesados",SI,SI,"Ahorro Económico,Mejor Sabor",SI,NO,SI,"Lavado de manos,Cepillado de dientes",NO,"Vómito,Cólera,Hepatitis",Visita al lugar sin novedad,,,,1.762E+12,37.4219983,5,6jrl+I|,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Juan Esteban,Uesvalle,1110000267,Vivienda,NA,Ana María,7625349,3318704016,Valle del Cauca,Bolívar,CoV-BUENOS AIRES,Call,0,3,1,3,2,SI,Naciente,NO,0,16,NO,0,17,Mala,Regular,Turbia,NO,SI,"Hervir,Filtrar",Tanque,0,25000,"Animales,Aguas Residuales,Químicos",SI,NO,Mejor Salud,SI,SI,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",NO,Hepatitis,,,,,1.762E+12,37.4219983,5,6jrl+J4,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Juan Esteban,UESVALLE,1110000270,Finca,NA,Juan Esteban,2214623,3874374937,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Cra,0,7,4,3,1,NO,Pozo,NO,0,10,SI,0,50,Buena,Regular,Clara,NO,SI,"Hervir,Filtrar",Botellón,0,30000,"Basuras,Animales",SI,SI,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,NO,SI,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,"Diarrea,Vómito",Se observan mejoras,,,,1.762E+12,37.4219983,5,6jrl+J7,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Juan Esteban,Uesvalle,1110000277,Vivienda,NA,Ana María,8449755,3224360279,Valle del Cauca,Bolívar,CoV-EL BOSQUE,Call,0,8,4,4,1,SI,Grifo,SI,0,22,SI,0,50,Buena,Buena,Turbia,SI,NO,Filtrar,Olla,0,75000,"Animales,Aguas Residuales,Químicos",NO,NO,Mejor Salud,SI,NO,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",NO,"Diarrea,Vómito",,,,,1.762E+12,37.4219983,5,6jrl+Je,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
09/10/2025,Ana María,UESVALLE,1110000289,Vivienda,NA,Laura Gómez,5972166,3371479741,Valle del Cauca,Bolívar,CoV-BUENOS AIRES,Cra,0,8,0,1,0,SI,Pozo,NO,0,19,SI,0,25,Mala,Mala,Clara,SI,NO,Hervir,Tanque,0,45000,"Animales,Aguas Residuales,Químicos",NO,NO,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,NO,SI,"Lavado de manos,Cepillado de dientes",SI,"Vómito,Cólera,Hepatitis",Sin observaciones,,,,1.762E+12,37.4219983,5,6jrl+Jq,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
06/10/2025,María Fernanda,UESVALLE,1110000306,Vivienda,NA,Christian Frank,7760108,3244599440,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Calle,0,8,0,5,1,SI,Pozo,SI,0,1,SI,0,66,Buena,Regular,Clara,NO,SI,"Hervir,Filtrar",Tanque,0,85000,"Basuras,Animales",SI,NO,"Ahorro Económico,Mejor Sabor",NO,SI,NO,Solo consumo humano,NO,"Vómito,Cólera,Hepatitis",Visita al lugar presentaba fallas,,,,1.762E+12,37.4219983,5,6jrl+JL,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,Ana María,Uesvalle,1110000320,Vivienda,NA,Laura Gómez,2895704,3788951244,Valle del Cauca,Bolívar,CoV-CAMPOALEGRE,Carrera,0,6,0,2,2,NO,Grifo,NO,0,1,NO,0,18,Mala,Buena,Turbia,NO,NO,Filtrar,Botellón,0,80000,"Animales,Aguas Residuales,Químicos",SI,NO,"Mejor Salud,Mejor Sabor,Ahorro Económico",NO,SI,NO,"Lavado de manos,Limpieza del hogar,Cepillado de dientes,Baño diario",SI,Hepatitis,,,,,1.762E+12,37.4219983,5,6jrl+JZ,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
0000-00-00,María Fernanda,Uesvalle,1110000321,Finca,NA,Ana María,4376904,3919662997,Valle del Cauca,Bolívar,CoV-EL JARDÍN,Calle,0,2,1,5,0,SI,Grifo,SI,0,22,NO,0,94,Buena,Mala,Turbia,SI,NO,Hervir,Botellón,0,45000,Aguas Residuales,SI,NO,"Mejor Salud,Mejor Sabor,Ahorro Económico",SI,SI,SI,Solo consumo humano,NO,"Vómito,Cólera,Hepatitis",,,,,1.762E+12,37.4219983,5,6jrl+J~,0,26/11/2025 21:03,"https://www.google.com/maps/?q=37.4219983,5.00"
